iter	RMSE
362	4.338985362
363	4.335697957
364	4.332385062
365	4.3273756
366	4.323279915
367	4.319517801
368	4.319292477
369	4.316546576
370	4.313145971
371	4.312544848
372	4.307571291
373	4.304394393
374	4.300325472
375	4.297781077
376	4.294557663
377	4.289977156
378	4.285376248
379	4.2820379
380	4.277037868
381	4.273722119
382	4.270429729
383	4.264878547
384	4.262778518
385	4.257987364
386	4.25443705
387	4.251806652
388	4.247336177
389	4.244678609
390	4.241034545
391	4.237260802
392	4.236998001
393	4.236169374
394	4.233123019
395	4.229786928
396	4.227801228
397	4.22472434
398	4.220057855
399	4.219038375
400	4.213648096
401	4.210317891
402	4.207087845
403	4.20252812
404	4.20181575
405	4.198345125
406	4.194545283
407	4.191115199
408	4.190429467
409	4.187197836
410	4.18536642
411	4.182617985
412	4.179168215
413	4.175865705
414	4.172445829
415	4.168107866
416	4.164354638
417	4.161528812
418	4.160673033
419	4.158582119
420	4.153528195
421	4.150943176
422	4.148562627
423	4.147149355
424	4.143695486
425	4.139433643
426	4.13881227
427	4.137047348
428	4.136532215
429	4.134204774
430	4.133757449
431	4.131429678
432	4.127487951
433	4.12483859
434	4.120163721
435	4.116812833
436	4.112097287
437	4.109812484
438	4.107175486
439	4.10452344
440	4.100783881
441	4.096803333
442	4.094651957
443	4.093952934
444	4.09086402
445	4.087675166
446	4.083559126
447	4.083230925
448	4.079874588
449	4.075739107
450	4.074842078
451	4.070894149
452	4.068440454
453	4.063223405
454	4.060969718
455	4.055697533
456	4.054109819
457	4.049888931
458	4.046699102
459	4.041661141
460	4.040091068
461	4.038609902
462	4.036099981
463	4.031883075
464	4.028653056
465	4.026414065
466	4.022316533
467	4.02204488
468	4.017633978
469	4.016430277
470	4.016173833
471	4.013264241
472	4.012030269
473	4.008464053
474	4.005026143
475	4.002919881
476	4.000010077
477	3.996749607
478	3.993287931
479	3.993174533
480	3.991492644
481	3.988183395
482	3.984517102
483	3.982277838
484	3.979900823
485	3.975628664
486	3.971891497
487	3.969238101
488	3.966801848
489	3.963723498
490	3.961339875
491	3.960876479
492	3.960421183
493	3.957071471
494	3.956766623
495	3.953933872
496	3.951163686
497	3.946676861
498	3.944256161
499	3.942187494
500	3.939168911
501	3.93734016
502	3.934567113
503	3.934348464
504	3.930532428
505	3.926443071
506	3.922914246
507	3.920727845
508	3.920594241
509	3.919368953
510	3.914073844
511	3.910836063
512	3.909316975
513	3.907220755
514	3.906708442
515	3.904059871
516	3.901285556
517	3.896683833
518	3.894489173
519	3.89251129
520	3.891442433
521	3.889531324
522	3.88761106
523	3.887232321
524	3.885930311
525	3.881847832
526	3.879649229
527	3.875772761
528	3.872539703
529	3.868999192
530	3.867231387
531	3.865184341
532	3.860390237
533	3.857168238
534	3.857026639
535	3.856890257
536	3.853884932
537	3.850981901
538	3.848620551
539	3.845173885
540	3.841464351
541	3.838928063
542	3.835622911
543	3.833383979
544	3.830142385
545	3.82851263
546	3.827170452
547	3.824620288
548	3.822842171
549	3.820052862
550	3.815625884
551	3.814577411
552	3.811903897
553	3.810122459
554	3.809868318
555	3.806916324
556	3.805753625
557	3.802004785
558	3.799446058
559	3.795455972
560	3.792787281
561	3.790652274
562	3.786940408
563	3.783130057
564	3.781820109
565	3.780456016
566	3.779346077
567	3.776379445
568	3.773740152
569	3.771368047
570	3.769882728
571	3.766834774
572	3.764942791
573	3.763204969
574	3.761845908
575	3.75852175
576	3.756408656
577	3.755972057
578	3.754752015
579	3.753472805
580	3.750366796
581	3.746955554
582	3.744662227
583	3.74108142
584	3.739366863
585	3.736831345
586	3.733718287
587	3.732897984
588	3.7302754
589	3.730164771
590	3.727156881
591	3.725935016
592	3.722699348
593	3.722164279
594	3.722048257
595	3.721871258
596	3.72165668
597	3.720601883
598	3.719460589
599	3.717002656
600	3.715059091
601	3.714661466
602	3.711655602
603	3.709627053
604	3.706455612
605	3.701755171
606	3.699480146
607	3.694941189
608	3.693842416
609	3.69126915
610	3.688089885
611	3.686277501
612	3.683532159
613	3.681703152
614	3.679882225
615	3.678253062
616	3.677111463
617	3.674283616
618	3.673097114
619	3.67079093
620	3.668649397
621	3.668605094
622	3.666818153
623	3.665886169
624	3.664686398
625	3.662191373
626	3.65987658
627	3.659526541
628	3.658950183
629	3.656510791
630	3.653140197
631	3.65013888
632	3.647042847
633	3.646115769
634	3.644290314
635	3.644017397
636	3.641854469
637	3.640764219
638	3.639697859
639	3.638323538
640	3.635878727
641	3.633812176
642	3.632230654
643	3.629235119
644	3.627223292
645	3.623718797
646	3.622209578
647	3.621069417
648	3.618942442
649	3.61746129
650	3.615940115
651	3.615301809
652	3.613803265
653	3.612160455
654	3.610845788
655	3.609211293
656	3.605139117
657	3.604506713
658	3.602373145
659	3.598002294
660	3.597685505
661	3.595296105
662	3.59310279
663	3.589349781
664	3.587485823
665	3.585091634
666	3.58220686
667	3.580203149
668	3.577728132
669	3.576676711
670	3.573922236
671	3.571821545
672	3.57038747
673	3.568539384
674	3.565179507
675	3.561439573
676	3.55913133
677	3.558059887
678	3.55740101
679	3.553551848
680	3.551450042
681	3.549749744
682	3.549659956
683	3.54683079
684	3.544183309
685	3.542003543
686	3.539353484
687	3.535539094
688	3.534123719
689	3.531965639
690	3.531768284
691	3.530295652
692	3.529075769
693	3.528730624
694	3.52722567
695	3.524764046
696	3.520854109
697	3.518626085
698	3.516854063
699	3.515064773
700	3.514352885
701	3.51154658
702	3.511453464
703	3.510210552
704	3.507402934
705	3.505455618
706	3.503812032
707	3.501391329
708	3.501231241
709	3.498688026
710	3.497283536
711	3.494824174
712	3.494000864
713	3.491203675
714	3.488873494
715	3.486586077
716	3.485944139
717	3.484998044
718	3.482541266
719	3.480618397
720	3.476562082
721	3.474530414
722	3.474332703
723	3.472029976
724	3.471252047
725	3.470201518
726	3.469076649
727	3.466738425
728	3.465143512
729	3.463752201
730	3.462510968
731	3.460665771
732	3.458360061
733	3.455234713
734	3.45397237
735	3.451820124
736	3.449643336
737	3.448264179
738	3.44747455
739	3.447227284
740	3.445619795
741	3.443443348
742	3.441893017
743	3.440632941
744	3.438736185
745	3.436298431
746	3.434233719
747	3.430514312
748	3.429759789
749	3.428339497
750	3.426651357
751	3.425030326
752	3.424047196
753	3.421220636
754	3.419780611
755	3.417014123
756	3.4156431
757	3.415516167
758	3.413718845
759	3.411650789
760	3.410686742
761	3.40808238
762	3.406784182
763	3.405587822
764	3.403100244
765	3.402028477
766	3.399745805
767	3.397806307
768	3.395858904
769	3.394889668
770	3.393069842
771	3.392092479
772	3.390706547
773	3.389516145
774	3.387359359
775	3.386348811
776	3.385132808
777	3.383202807
778	3.38312448
779	3.382029717
780	3.379795665
781	3.376586028
782	3.375486912
783	3.374673848
784	3.373313816
785	3.372577415
786	3.370719778
787	3.367617402
788	3.366267216
789	3.363924047
790	3.363279693
791	3.361128699
792	3.360050801
793	3.359905915
794	3.358264719
795	3.357367995
796	3.35425513
797	3.35420097
798	3.352566708
799	3.351209978
800	3.349338348
801	3.348769475
802	3.347301854
803	3.345535604
804	3.34371538
805	3.341045662
806	3.340054637
807	3.339658001
808	3.338709257
809	3.336845658
810	3.335816725
811	3.3335688
812	3.332804142
813	3.330783298
814	3.329407705
815	3.326693962
816	3.325279593
817	3.323134899
818	3.322186997
819	3.321392505
820	3.320079614
821	3.318338834
822	3.318276066
823	3.316885484
824	3.315794494
825	3.314759304
826	3.31357007
827	3.312611414
828	3.311572188
829	3.309876427
830	3.307375435
831	3.307085674
832	3.307026821
833	3.306539709
834	3.305921422
835	3.303964009
836	3.301801466
837	3.300769372
838	3.299340668
839	3.299274099
840	3.298144501
841	3.29514812
842	3.295046324
843	3.292302709
844	3.290639595
845	3.289083398
846	3.287588615
847	3.285017266
848	3.282741381
849	3.281810161
850	3.280908619
851	3.279973948
852	3.27870812
853	3.278431491
854	3.277248001
855	3.274757625
856	3.27229198
857	3.272232433
858	3.270274235
859	3.266939499
860	3.265693521
861	3.26299157
862	3.26064634
863	3.258762438
864	3.257994789
865	3.25614884
866	3.255965215
867	3.255817387
868	3.255371727
869	3.2547912
870	3.252847469
871	3.250918497
872	3.248409069
873	3.247166342
874	3.245741194
875	3.244278444
876	3.241904067
877	3.241321739
878	3.239603123
879	3.237642405
880	3.237033514
881	3.234582775
882	3.233532034
883	3.233450259
884	3.230980531
885	3.23034838
886	3.230247965
887	3.229116512
888	3.226484343
889	3.223718493
890	3.222248903
891	3.220792415
892	3.21806082
893	3.215698181
894	3.214313281
895	3.213476772
896	3.212283901
897	3.211831981
898	3.21003661
899	3.208364217
900	3.206904261
901	3.205455011
902	3.202462955
903	3.201065778
904	3.199841245
905	3.199407224
906	3.19822482
907	3.197307418
908	3.196384815
909	3.195577815
910	3.194475145
911	3.1929608
912	3.191598357
913	3.190420155
914	3.189301555
915	3.187642358
916	3.185323676
917	3.183985587
918	3.18160271
919	3.181418445
920	3.181340708
921	3.180986848
922	3.180322735
923	3.178433388
924	3.177111069
925	3.176189825
926	3.17541663
927	3.17366717
928	3.17246863
929	3.172100246
930	3.171520973
931	3.170771049
932	3.169009247
933	3.167159565
934	3.166193619
935	3.162155993
936	3.159574576
937	3.158040441
938	3.156671399
939	3.154963058
940	3.153350733
941	3.153300454
942	3.152545032
943	3.151686809
944	3.149827781
945	3.148880994
946	3.147409181
947	3.14677055
948	3.145638346
949	3.143974905
950	3.142130101
951	3.140259546
952	3.14020901
953	3.139734065
954	3.137944537
955	3.137569123
956	3.137077967
957	3.13570099
958	3.133883565
959	3.13236006
960	3.131576665
961	3.128845849
962	3.126290932
963	3.123222992
964	3.123112414
965	3.120952882
966	3.12004985
967	3.119593152
968	3.118285213
969	3.115391151
970	3.113649487
971	3.110857973
972	3.110109509
973	3.109234373
974	3.108244539
975	3.106297566
976	3.103937688
977	3.102890018
978	3.100856545
979	3.098627792
980	3.09749129
981	3.096677936
982	3.09581377
983	3.09313252
984	3.092482423
985	3.091119055
986	3.090447829
987	3.090359894
988	3.087326016
989	3.085835793
990	3.084964582
991	3.084555004
992	3.083614559
993	3.082660443
994	3.082141414
995	3.081806775
996	3.07888606
997	3.07748339
998	3.076524169
999	3.074188635
